X,Y,CCN,REPORT_DAT,SHIFT,METHOD,OFFENSE,BLOCK,XBLOCK,YBLOCK,WARD,ANC,DISTRICT,PSA,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,LATITUDE,LONGITUDE,BID,START_DATE,END_DATE,OBJECTID,OCTO_RECORD_ID
402121.590000004,140166.18,24067779,2024/05/06 14:12:58+00,DAY,GUN,ASSAULT W/DANGEROUS WEAPON,2000 - 2099 BLOCK OF RHODE ISLAND AVENUE NE,402121.59,140166.18,5,5C,5,503,Cluster 22,011100 2,011100,Precinct 72,38.9293725227,-76.9755318261,,2024/05/06 12:06:00+00,,618642477,
400260.869999997,142662.84,24067798,2024/05/06 13:55:22+00,DAY,OTHERS,THEFT F/AUTO,600 - 719 BLOCK OF GALLATIN STREET NE,400260.87,142662.84,5,5A,4,405,Cluster 20,009509 3,009509,Precinct 66,38.9518656841,-76.9969904522,,2024/05/06 01:00:00+00,2024/05/06 12:00:00+00,618642478,
402434.981299996,133814.297899999,24068001,2024/05/06 20:18:14+00,EVENING,OTHERS,THEFT/OTHER,1500 - 1599 BLOCK OF WHITE PLACE SE,402434.981344213,133814.29791361,8,8A,6,607,Cluster 34,007601 2,007601,Precinct 133,38.8721516923,-76.9719400194,,2024/05/06 19:07:00+00,2024/05/06 19:08:00+00,618642479,
401257.240000002,136105.440000001,24068016,2024/05/06 20:16:19+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,200 - 299 BLOCK OF 14TH STREET NE,401257.24,136105.44,6,6A,1,108,Cluster 25,008002 2,008002,Precinct 86,38.8927936574,-76.9855077588,,2024/05/06 03:45:00+00,2024/05/06 10:57:00+00,618642480,
396537.850000001,140010.890000001,24070724,2024/05/11 19:20:32+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1600 - 1899 BLOCK OF HOBART STREET NW,396537.85,140010.89,1,1D,3,302,Cluster 2,002702 4,002702,Precinct 39,38.9279693628,-77.0399279894,,2024/05/11 17:10:00+00,2024/05/11 17:17:00+00,618642481,
399742.859999999,143428.32,24072099,2024/05/14 10:52:35+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,5651 - 5699 BLOCK OF 3RD STREET NE,399742.86,143428.32,4,4B,4,406,Cluster 19,009505 3,009505,Precinct 65,38.9587613319,-77.0029668034,,2024/05/13 22:00:00+00,2024/05/14 09:45:00+00,618642482,
404376.656300001,135223.388300002,24072290,2024/05/14 18:14:42+00,DAY,GUN,ROBBERY,3700 - 3899 BLOCK OF D STREET SE,404376.656258014,135223.388282918,7,7F,6,603,Cluster 32,007703 3,007703,Precinct 107,38.8848378094,-76.949555782,,2024/05/14 17:10:00+00,2024/05/14 17:15:00+00,618642483,
400436.25,140114.75,24072454,2024/05/14 22:34:56+00,EVENING,OTHERS,THEFT F/AUTO,3100 - 3199 BLOCK OF 8TH STREET NE,400436.25,140114.75,5,5F,5,502,Cluster 21,009201 1,009201,Precinct 74,38.9289116783,-76.9949687867,,2024/05/14 00:45:00+00,2024/05/14 12:00:00+00,618642484,
403516.7245,133455.8127,24073047,2024/05/16 02:34:48+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,3200 - 3299 BLOCK OF PENNSYLVANIA AVENUE SE,403516.724545217,133455.812729278,7,7B,6,605,Cluster 34,009901 2,009901,Precinct 109,38.8689186523,-76.9594761766,,2024/05/15 22:33:00+00,2024/05/15 23:46:00+00,618642485,
399953.060000002,137804.59,24073248,2024/05/16 13:07:42+00,DAY,OTHERS,THEFT F/AUTO,300 - 399 BLOCK OF MORSE STREET NE,399953.06,137804.59,5,5D,,,Cluster 23,008803 2,008803,Precinct 76,38.9081011061,-77.0005411948,,2024/05/16 12:13:00+00,,618642486,
398010.07,136809.5,24073844,2024/05/17 13:00:42+00,DAY,OTHERS,THEFT F/AUTO,700 - 799 BLOCK OF 8TH STREET NW,398010.07,136809.5,2,2C,1,101,Cluster 8,005802 5,005802,Precinct 129,38.8991347335,-77.0229400188,DOWNTOWN,2024/05/17 09:30:00+00,2024/05/17 12:33:00+00,618642487,
402379.420000002,132035.510000002,24074002,2024/05/17 17:07:30+00,DAY,OTHERS,BURGLARY,2700 - 2899 BLOCK OF LANGSTON PLACE SE,402379.42,132035.51,8,8B,7,702,Cluster 36,007408 2,007408,Precinct 115,38.8561277862,-76.9725864468,,2024/05/17 15:54:00+00,2024/05/17 17:00:00+00,618642488,
398882.469999999,144115.829999998,24074056,2024/05/17 18:45:04+00,DAY,OTHERS,THEFT F/AUTO,100 - 199 BLOCK OF RITTENHOUSE STREET NW,398882.47,144115.83,4,4B,4,406,Cluster 17,001902 2,001902,Precinct 59,38.9649539228,-77.0128948429,,2024/05/17 11:30:00+00,2024/05/17 16:00:00+00,618642489,
402333.530000001,138743.420000002,24075059,2024/05/19 17:37:24+00,DAY,OTHERS,THEFT F/AUTO,1900 - 1999 BLOCK OF BLADENSBURG ROAD NE,402333.53,138743.42,5,5C,5,503,Cluster 23,011100 3,011100,Precinct 72,38.9165553076,-76.9730923711,,2024/05/19 16:34:00+00,2024/05/19 17:30:00+00,618642490,
399884.990000002,141428.23,24075392,2024/05/20 05:35:12+00,MIDNIGHT,OTHERS,THEFT F/AUTO,400 - 490 BLOCK OF TAYLOR STREET NE,399884.99,141428.23,5,5A,4,405,Cluster 19,009510 3,009510,Precinct 44,38.9407440017,-77.0013266152,,2024/05/20 03:00:00+00,2024/05/20 05:00:00+00,618642491,
400437.0,136259.32,24075685,2024/05/20 19:10:02+00,EVENING,OTHERS,THEFT F/AUTO,300 - 399 BLOCK OF 8TH STREET NE,400437,136259.32,6,6C,1,108,Cluster 25,008302 3,008302,Precinct 85,38.8941806556,-76.9949625907,,2024/05/20 18:45:00+00,2024/05/20 18:50:00+00,618642492,
398122.369999997,139889.16,24075722,2024/05/21 02:46:33+00,EVENING,OTHERS,THEFT/OTHER,500 - 699 BLOCK OF GRESHAM PLACE NW,398122.37,139889.16,1,1E,3,306,Cluster 2,003400 4,003400,Precinct 37,38.9268775954,-77.0216538397,,2024/05/20 19:31:00+00,2024/05/20 20:46:00+00,618642493,
400134.539999999,130213.309999999,24076847,2024/05/22 16:17:26+00,DAY,OTHERS,BURGLARY,3300 - 3699 BLOCK OF 6TH STREET SE,400134.54,130213.31,8,8C,7,705,Cluster 39,009804 1,009804,Precinct 122,38.8397158173,-76.9984503066,,2024/05/22 15:10:00+00,,618642494,
401337.789999999,135898.550000001,24161664,2024/10/19 02:43:02+00,EVENING,OTHERS,THEFT F/AUTO,1400 - 1499 BLOCK OF A STREET NE,401337.79,135898.55,6,6A,1,108,Cluster 26,008002 1,008002,Precinct 86,38.8909297966,-76.9845796595,,2024/10/18 17:30:00+00,2024/10/18 17:40:00+00,618642624,
400650.159999996,140343.91,24161768,2024/10/18 22:03:08+00,EVENING,GUN,ROBBERY,3300 - 3399 BLOCK OF 10TH STREET NE,400650.16,140343.91,5,5B,5,504,Cluster 22,009301 2,009301,Precinct 73,38.9309758901,-76.9925015741,,2024/10/17 02:30:00+00,2024/10/18 21:26:00+00,618642625,
401211.600000001,138483.239999998,24162081,2024/10/19 08:07:28+00,MIDNIGHT,OTHERS,THEFT F/AUTO,1300 - 1399 BLOCK OF OKIE STREET NE,401211.6,138483.24,5,5D,5,506,Cluster 23,008803 1,008803,Precinct 76,38.9142137824,-76.9860296578,,2024/10/19 03:30:00+00,2024/10/19 07:15:00+00,618642626,
397564.729999997,138552.27,24162214,2024/10/19 15:50:38+00,DAY,OTHERS,THEFT F/AUTO,1800 - 1899 BLOCK OF 12TH STREET NW,397564.73,138552.27,1,1B,3,305,Cluster 3,004402 1,004402,Precinct 137,38.9148330889,-77.0280801015,,2024/10/19 02:00:00+00,2024/10/19 07:00:00+00,618642627,
403766.590000004,136258.390000001,24162254,2024/10/19 17:03:47+00,DAY,OTHERS,THEFT F/AUTO,300 - 399 BLOCK OF 34TH PLACE NE,403766.59,136258.39,7,7D,6,603,Cluster 32,009604 2,009604,Precinct 101,38.8941643174,-76.9565815744,,2024/10/17 16:00:00+00,2024/10/19 17:00:00+00,618642628,
398477.890000001,137857.0,24162533,2024/10/20 09:16:46+00,MIDNIGHT,GUN,ROBBERY,400 - 499 BLOCK OF O STREET NW,398477.89,137857,2,2G,3,308,Cluster 7,004801 3,004801,Precinct 18,38.9085719168,-77.0175492865,,2024/10/20 02:12:00+00,2024/10/20 04:05:00+00,618642629,
400038.140000001,137846.690000001,24162535,2024/10/20 04:04:10+00,MIDNIGHT,GUN,ROBBERY,1250 - 1299 BLOCK OF 4TH STREET NE,400038.14,137846.69,5,5D,5,501,Cluster 23,008803 2,008803,Precinct 76,38.9084803579,-76.9995602624,,2024/10/20 02:56:00+00,2024/10/20 04:04:00+00,618642630,
400955.549999997,141818.600000001,24141856,2024/09/14 18:03:16+00,DAY,OTHERS,MOTOR VEHICLE THEFT,1212 - 1299 BLOCK OF WYNTON PLACE NE,400955.55,141818.6,5,5A,4,405,Cluster 20,009504 2,009504,Precinct 67,38.9442600547,-76.9889773962,,2024/09/14 09:21:00+00,2024/09/14 11:34:00+00,618642631,
405084.4252,135772.236299999,24142026,2024/09/14 19:29:29+00,EVENING,OTHERS,THEFT F/AUTO,4100 - 4276 BLOCK OF EAST CAPITOL STREET,405084.425218671,135772.236347427,7,7F,6,603,Cluster 32,009603 1,009603,Precinct 102,38.8897782316,-76.9413941594,,2024/09/14 19:25:00+00,2024/09/14 19:30:00+00,618642632,
402158.310000002,138824.530000001,24142794,2024/09/16 06:08:30+00,MIDNIGHT,KNIFE,ASSAULT W/DANGEROUS WEAPON,1800 - 2299 BLOCK OF NEW YORK AVENUE NE,402158.31,138824.53,5,5C,5,505,Cluster 22,011100 3,011100,Precinct 72,38.9172864211,-76.9751125549,,2024/09/16 02:53:00+00,2024/09/16 02:55:00+00,618642633,
404451.567100003,136157.482099999,24143150,2024/09/17 01:12:15+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,3800 - 3999 BLOCK OF DIX STREET NE,404451.567074084,136157.482139785,7,7F,6,603,Cluster 32,009603 2,009603,Precinct 102,38.8932521006,-76.9486863277,,2024/09/16 19:40:00+00,2024/09/16 20:13:00+00,618642634,
396455.479999997,139555.850000001,24143733,2024/09/18 01:09:35+00,EVENING,OTHERS,THEFT/OTHER,1737 - 1776 BLOCK OF COLUMBIA ROAD NW,396455.48,139555.85,1,1C,3,303,Cluster 1,003901 2,003901,Precinct 35,38.9238698908,-77.0408755892,ADAMS MORGAN,2024/09/17 17:03:00+00,2024/09/17 19:09:00+00,618642635,
397654.880000003,136665.079999998,24143890,2024/09/17 23:58:13+00,EVENING,GUN,THEFT/OTHER,600 - 699 BLOCK OF 11TH STREET NW,397654.88,136665.08,2,2C,2,209,Cluster 8,005802 1,005802,Precinct 129,38.8978328702,-77.0270341747,DOWNTOWN,2024/09/17 21:39:00+00,2024/09/17 22:39:00+00,618642636,
397830.299999997,145077.120000001,24144680,2024/09/19 12:20:47+00,DAY,OTHERS,MOTOR VEHICLE THEFT,800 - 899 BLOCK OF BUTTERNUT STREET NW,397830.3,145077.12,4,4B,4,401,Cluster 17,010300 3,010300,Precinct 63,38.9736114845,-77.0250385582,,2024/09/18 19:00:00+00,2024/09/19 12:10:00+00,618642637,
400838.620899998,132067.4619,24145080,2024/09/20 04:03:17+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,2600 - 2657 BLOCK OF DOUGLASS PLACE SE,400838.620894731,132067.461943989,8,8B,7,703,Cluster 37,007406 1,007406,Precinct 118,38.8564184415,-76.9903381194,,2024/09/19 22:03:00+00,2024/09/19 23:14:00+00,618642638,
396830.43,137253.620000001,24145310,2024/09/20 12:51:03+00,DAY,OTHERS,THEFT/OTHER,1000 - 1099 BLOCK OF 16TH STREET NW,396830.43,137253.62,2,2C,2,207,Cluster 6,010100 1,010100,Precinct 17,38.9031320626,-77.0365410195,DOWNTOWN,2024/09/20 12:14:00+00,2024/09/20 12:17:00+00,618642639,
401508.579999998,137047.02,24145379,2024/09/20 15:47:08+00,DAY,OTHERS,THEFT/OTHER,812 - 899 BLOCK OF BLADENSBURG ROAD NE,401508.58,137047.02,5,5D,5,507,Cluster 23,008903 3,008903,Precinct 79,38.9012753565,-76.9826084878,,2024/09/20 14:25:00+00,2024/09/20 14:27:00+00,618642640,
397754.159999996,139859.27,24145669,2024/09/21 00:59:51+00,EVENING,OTHERS,THEFT/OTHER,2818 - 2899 BLOCK OF SHERMAN AVENUE NW,397754.16,139859.27,1,1A,3,304,Cluster 2,003500 1,003500,Precinct 37,38.9266074729,-77.0259001376,,2024/09/20 21:48:00+00,2024/09/20 22:36:00+00,618642641,
397529.579999998,139979.309999999,24146453,2024/09/22 10:49:03+00,MIDNIGHT,GUN,ASSAULT W/DANGEROUS WEAPON,1100 - 1299 BLOCK OF COLUMBIA ROAD NW,397529.58,139979.31,1,1A,3,302,Cluster 2,003000 2,003000,Precinct 39,38.9276882281,-77.0284905371,,2024/09/22 06:48:00+00,2024/09/22 06:50:00+00,618642643,
398036.93,139678.949999999,24147007,2024/09/23 08:16:28+00,MIDNIGHT,GUN,ROBBERY,2620 - 2711 BLOCK OF GEORGIA AVENUE NW,398036.93,139678.95,1,1E,3,304,Cluster 2,003500 1,003500,Precinct 37,38.9249837706,-77.0226385785,,2024/09/23 07:24:00+00,2024/09/23 07:41:00+00,618642644,
398049.030000001,140379.27,24147053,2024/09/23 13:46:19+00,DAY,OTHERS,MOTOR VEHICLE THEFT,600 - 699 BLOCK OF LAMONT STREET NW,398049.03,140379.27,1,1E,4,409,Cluster 2,003200 3,003200,Precinct 38,38.9312924984,-77.0225010292,,2024/09/23 03:00:00+00,2024/09/23 12:22:00+00,618642645,
392960.840000004,140270.41,24147150,2024/09/23 14:55:36+00,DAY,OTHERS,THEFT F/AUTO,4000 - 4299 BLOCK OF CATHEDRAL AVENUE NW,392960.84,140270.41,3,3B,2,205,Cluster 14,000803 3,000803,Precinct 10,38.9302858242,-77.0811832718,,2024/09/22 02:00:00+00,2024/09/23 14:00:00+00,618642646,
396654.700000003,140440.530000001,24147405,2024/09/23 21:50:00+00,EVENING,OTHERS,THEFT/OTHER,3200 - 3299 BLOCK OF MOUNT PLEASANT STREET NW,396654.7,140440.53,1,1D,3,302,Cluster 2,002702 1,002702,Precinct 40,38.931840145,-77.038582486,,2024/09/23 20:26:00+00,2024/09/23 22:00:00+00,618642647,
402392.68,139028.32,24147489,2024/09/24 00:02:46+00,EVENING,OTHERS,THEFT F/AUTO,2100 - 2148 BLOCK OF QUEENS CHAPEL ROAD NE,402392.68,139028.32,5,5C,5,505,Cluster 22,011100 3,011100,Precinct 72,38.9191216215,-76.9724093273,,2024/09/22 04:15:00+00,2024/09/22 07:15:00+00,618642648,
402470.829999998,136577.140000001,24147743,2024/09/24 14:39:46+00,DAY,GUN,ROBBERY,500 - 599 BLOCK OF 25TH PLACE NE,402470.83,136577.14,7,7D,5,507,Cluster 25,007903 1,007903,Precinct 80,38.8970403305,-76.9715169766,,2024/09/24 13:32:00+00,2024/09/24 14:00:00+00,618642649,
398685.979999997,141943.84,24111061,2024/07/20 12:19:24+00,DAY,OTHERS,MOTOR VEHICLE THEFT,100 - 299 BLOCK OF ALLISON STREET NW,398685.98,141943.84,4,4D,4,407,Cluster 19,002202 1,002202,Precinct 57,38.9453877891,-77.0151579205,,2024/07/20 02:00:00+00,2024/07/20 10:58:00+00,618642663,
393645.649999999,140765.550000001,24111355,2024/07/20 22:25:47+00,EVENING,OTHERS,THEFT/OTHER,3700 - 3749 BLOCK OF NEWARK STREET NW,393645.65,140765.55,3,3A,2,204,Cluster 14,001002 4,001002,Precinct 29,38.934751414,-77.0732898841,,2024/07/20 21:31:00+00,2024/07/20 22:20:00+00,618642664,
396746.969999999,137976.41,24111412,2024/07/21 01:58:50+00,EVENING,OTHERS,THEFT/OTHER,1600 - 1699 BLOCK OF P STREET NW,396746.97,137976.41,2,2B,,,Cluster 6,005303 2,005303,Precinct 15,38.9096429011,-77.0375066283,,2024/07/20 23:30:00+00,2024/07/21 00:37:00+00,618642665,
401822.200000003,137058.440000001,24111522,2024/07/21 04:25:30+00,MIDNIGHT,OTHERS,THEFT/OTHER,900 - 979 BLOCK OF 17TH STREET NE,401822.2,137058.44,5,5D,5,507,Cluster 23,008904 1,008904,Precinct 79,38.9013776378,-76.9789929211,,2024/07/20 23:25:00+00,2024/07/20 23:34:00+00,618642666,
406603.050700001,137375.830400001,24111795,2024/07/21 21:09:30+00,EVENING,OTHERS,THEFT F/AUTO,1100 - 1103 BLOCK OF EASTERN AVENUE NE,406603.050660081,137375.830364915,7,7C,6,602,Cluster 31,007806 1,007806,Precinct 93,38.9042138898,-76.9238742529,,2024/07/21 17:31:00+00,2024/07/21 18:33:00+00,618642667,
403102.509999998,132317.850000001,24111901,2024/07/21 22:24:46+00,EVENING,OTHERS,THEFT F/AUTO,2601 - 2699 BLOCK OF 30TH STREET SE,403102.51,132317.85,7,7B,6,606,Cluster 35,007603 2,007603,Precinct 113,38.8586689713,-76.9642543763,,2024/07/18 07:00:00+00,2024/07/21 21:48:00+00,618642668,
395375.75,137085.66,24112212,2024/07/22 14:17:19+00,DAY,OTHERS,THEFT/OTHER,900 - 999 BLOCK OF 25TH STREET NW,395375.75,137085.66,2,2A,2,207,Cluster 5,005601 1,005601,Precinct 3,38.9016125706,-77.0533104539,,2024/07/19 01:00:00+00,2024/07/20 23:00:00+00,618642669,
397511.009999998,142909.390000001,24112319,2024/07/22 17:27:13+00,DAY,OTHERS,THEFT F/AUTO,1200 - 1299 BLOCK OF INGRAHAM STREET NW,397511.01,142909.39,4,4E,4,403,Cluster 18,002002 3,002002,Precinct 54,38.9540831852,-77.0287153281,,2024/07/22 15:47:00+00,2024/07/22 15:50:00+00,618642670,
399523.261200003,130103.1622,24112327,2024/07/22 21:19:37+00,EVENING,OTHERS,BURGLARY,3600 - 3698 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,399523.261181511,130103.162230166,8,8C,7,707,Cluster 39,009803 1,009803,Precinct 124,38.8387234375,-77.0054912201,,2024/07/18 19:45:00+00,2024/07/22 12:45:00+00,618642671,
399930.5,143088.280000001,24112383,2024/07/22 21:31:17+00,EVENING,OTHERS,THEFT/OTHER,5500 - 5529 BLOCK OF SOUTH DAKOTA AVENUE NE,399930.5,143088.28,4,4B,4,406,Cluster 19,009507 1,009507,Precinct 65,38.9556981975,-77.0008018355,,2024/07/22 19:00:00+00,2024/07/22 19:07:00+00,618642672,
397162.060000002,140182.43,24113305,2024/07/24 16:15:23+00,DAY,OTHERS,THEFT/OTHER,3100 - 3299 BLOCK OF 14TH STREET NW,397162.06,140182.43,1,1A,3,302,Cluster 2,002802 1,002802,Precinct 39,38.9295168861,-77.0327298633,,2024/07/24 14:45:00+00,2024/07/24 15:10:00+00,618642673,
400384.189999998,135176.600000001,24113548,2024/07/24 22:19:01+00,EVENING,OTHERS,THEFT/OTHER,700 - 799 BLOCK OF PENNSYLVANIA AVENUE SE,400384.19,135176.6,6,6B,1,107,Cluster 26,006600 2,006600,Precinct 89,38.8844271319,-76.9955719503,CAPITOL HILL,2024/07/24 21:21:00+00,2024/07/24 22:19:00+00,618642674,
400246.539999999,139229.039999999,24113566,2024/07/25 01:46:53+00,EVENING,OTHERS,THEFT F/AUTO,500 - 799 BLOCK OF RHODE ISLAND AVENUE NE,400246.54,139229.04,5,5F,5,502,Cluster 21,009204 2,009204,Precinct 74,38.9209329952,-76.9971570051,,2024/07/24 21:43:00+00,2024/07/24 21:55:00+00,618642675,
398099.020000003,138206.329999998,24113733,2024/07/25 05:48:16+00,MIDNIGHT,OTHERS,THEFT/OTHER,1600 - 1623 BLOCK OF 7TH STREET NW,398099.02,138206.33,2,2G,3,307,Cluster 7,004901 2,004901,Precinct 18,38.911718063,-77.0219184648,,2024/07/25 05:32:00+00,2024/07/25 05:50:00+00,618642676,
403023.68,138808.25,24113940,2024/07/25 18:34:33+00,DAY,OTHERS,THEFT F/AUTO,2300 - 3699 BLOCK OF NEW YORK AVENUE NE,403023.68,138808.25,5,5C,5,503,Cluster 23,011100 3,011100,Precinct 72,38.9171372142,-76.9651340569,,2024/07/25 16:29:00+00,2024/07/25 16:45:00+00,618642677,
399612.049999997,137531.800000001,24114469,2024/07/26 17:44:23+00,DAY,OTHERS,ROBBERY,100 - 208 BLOCK OF M STREET NE,399612.05,137531.8,6,6E,5,501,Cluster 25,010601 2,010601,Precinct 144,38.9056436347,-77.0044727163,NOMA,2024/07/26 13:05:00+00,,618642678,
392798.579999998,140886.989999998,24114620,2024/07/26 22:18:20+00,EVENING,OTHERS,THEFT/OTHER,4200 - 4349 BLOCK OF MASSACHUSETTS AVENUE NW,392798.58,140886.99,3,3A,2,204,Cluster 14,001002 1,001002,Precinct 10,38.9358388469,-77.0830611003,,2024/07/26 18:00:00+00,2024/07/26 21:00:00+00,618642679,
398640.189999998,137185.18,24114693,2024/07/27 01:10:47+00,EVENING,OTHERS,THEFT/OTHER,300 - 399 BLOCK OF K STREET NW,398640.19,137185.18,6,6E,1,101,Cluster 8,004703 4,004703,Precinct 1,38.9025201936,-77.0156767058,MOUNT VERNON TRIANGLE CID,2024/07/27 00:47:00+00,2024/07/27 01:10:00+00,618642680,
400212.850000001,137949.329999998,24114740,2024/07/27 09:51:56+00,MIDNIGHT,OTHERS,THEFT F/AUTO,1300 - 1399 BLOCK OF 5TH STREET NE,400212.85,137949.33,5,5D,5,501,Cluster 23,008803 2,008803,Precinct 76,38.9094049494,-76.9975459006,,2024/07/27 02:33:00+00,2024/07/27 02:40:00+00,618642681,
400232.916299999,135255.095600002,24114998,2024/07/27 17:37:08+00,DAY,OTHERS,THEFT/OTHER,600 - 669 BLOCK OF PENNSYLVANIA AVENUE SE,400232.916286169,135255.095578947,6,6B,1,107,Cluster 26,006500 1,006500,Precinct 89,38.8851343032,-76.9973154556,CAPITOL HILL,2024/07/27 14:58:00+00,2024/07/27 16:43:00+00,618642682,
398185.289999999,138225.329999998,24168211,2024/10/29 21:56:47+00,EVENING,OTHERS,THEFT F/AUTO,1600 - 1699 BLOCK OF MARION STREET NW,398185.29,138225.33,2,2G,3,308,Cluster 7,004801 1,004801,Precinct 18,38.9118894038,-77.0209238144,,2024/10/28 21:00:00+00,2024/10/29 12:00:00+00,618642735,
400383.520000003,140498.27,24169028,2024/10/31 09:33:27+00,MIDNIGHT,OTHERS,BURGLARY,700 - 799 BLOCK OF MONROE STREET NE,400383.52,140498.27,5,5F,5,502,Cluster 20,009201 1,009201,Precinct 74,38.9323665691,-76.9955767005,,2024/10/31 07:42:00+00,,618642736,
400232.916299999,135255.095600002,24169071,2024/10/31 12:57:43+00,DAY,OTHERS,THEFT/OTHER,600 - 669 BLOCK OF PENNSYLVANIA AVENUE SE,400232.916286169,135255.095578947,6,6B,1,107,Cluster 26,006500 1,006500,Precinct 89,38.8851343032,-76.9973154556,CAPITOL HILL,2024/10/31 12:16:00+00,2024/10/31 12:20:00+00,618642737,
398028.689999998,140906.300000001,24170070,2024/11/01 22:59:47+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,700 - 799 BLOCK OF QUEBEC PLACE NW,398028.69,140906.3,1,1E,4,409,Cluster 2,003200 1,003200,Precinct 43,38.9360400986,-77.0227371295,,2024/11/01 22:08:00+00,2024/11/01 22:59:00+00,618642738,
398049.030000001,140379.27,24171151,2024/11/03 22:26:09+00,EVENING,OTHERS,ROBBERY,600 - 699 BLOCK OF LAMONT STREET NW,398049.03,140379.27,1,1E,4,409,Cluster 2,003200 3,003200,Precinct 38,38.9312924984,-77.0225010292,,2024/11/03 04:00:00+00,2024/11/03 22:07:00+00,618642739,
399214.789999999,137753.75,24171247,2024/11/04 01:32:13+00,EVENING,OTHERS,THEFT/OTHER,1200 - 1499 BLOCK OF NORTH CAPITOL STREET,399214.79,137753.75,6,6E,1,102,Cluster 8,004704 2,004704,Precinct 1,38.9076427724,-77.0090530223,,2024/11/03 00:28:00+00,2024/11/03 16:30:00+00,618642740,
394450.619999997,137863.91,24171751,2024/11/05 00:04:33+00,EVENING,OTHERS,THEFT/OTHER,1401 - 1498 BLOCK OF WISCONSIN AVENUE NW,394450.62,137863.91,2,2E,2,206,Cluster 4,000102 2,000102,Precinct 5,38.9086179637,-77.0639820577,GEORGETOWN,2024/11/04 22:35:00+00,2024/11/04 23:00:00+00,618642741,
398036.93,139678.949999999,24420252,2024/01/30 15:42:02+00,DAY,OTHERS,THEFT F/AUTO,2620 - 2711 BLOCK OF GEORGIA AVENUE NW,398036.93,139678.95,1,1E,3,304,Cluster 2,003500 1,003500,Precinct 37,38.9249837706,-77.0226385785,,2023/12/16 08:00:00+00,2023/12/16 09:00:00+00,618642742,
400930.390000001,136927.66,24420267,2024/01/30 23:02:36+00,EVENING,OTHERS,THEFT F/AUTO,1200 - 1299 BLOCK OF H STREET NE,400930.39,136927.66,6,6A,1,104,Cluster 25,008410 1,008410,Precinct 82,38.9002009211,-76.9892742544,,2024/01/16 19:30:00+00,2024/01/16 19:30:00+00,618642743,
395965.689999998,138725.050000001,24420311,2024/02/01 12:42:31+00,DAY,OTHERS,THEFT/OTHER,1900 - 1999 BLOCK OF CONNECTICUT AVENUE NW,395965.69,138725.05,1,1C,3,303,Cluster 1,004002 3,004002,Precinct 25,38.9163836629,-77.0465189898,DUPONT CIRCLE,2023/11/15 21:10:00+00,2024/01/20 21:10:00+00,618642744,
396523.969999999,138059.219999999,24420513,2024/02/09 23:41:31+00,EVENING,OTHERS,THEFT/OTHER,1700 - 1799 BLOCK OF CHURCH STREET NW,396523.97,138059.22,2,2B,2,208,Cluster 6,005303 2,005303,Precinct 15,38.9103880282,-77.0400781818,,2024/01/25 13:30:00+00,2024/01/25 14:30:00+00,618642745,
398122.369999997,139889.16,24420576,2024/02/15 00:02:09+00,EVENING,OTHERS,THEFT/OTHER,500 - 699 BLOCK OF GRESHAM PLACE NW,398122.37,139889.16,1,1E,3,306,Cluster 2,003400 4,003400,Precinct 37,38.9268775954,-77.0216538397,,2024/01/23 01:20:00+00,2024/01/23 02:20:00+00,618642746,
397965.670000002,138304.93,24420577,2024/02/15 12:42:37+00,DAY,OTHERS,THEFT/OTHER,800 - 899 BLOCK OF R STREET NW,397965.67,138304.93,2,2G,3,307,Cluster 7,004901 1,004901,Precinct 21,38.9126059866,-77.0234562939,,2024/02/09 04:00:00+00,2024/02/09 09:00:00+00,618642747,
398248.579999998,141094.350000001,24420693,2024/02/23 05:02:17+00,MIDNIGHT,OTHERS,THEFT/OTHER,500 - 699 BLOCK OF QUINCY STREET NW,398248.58,141094.35,4,4C,4,407,Cluster 18,002400 1,002400,Precinct 45,38.9377345747,-77.0202013938,,2024/02/18 22:05:00+00,2024/02/19 14:00:00+00,618642748,
398232.189999998,138469.66,24421203,2024/04/04 20:27:22+00,EVENING,OTHERS,THEFT/OTHER,600 - 627 BLOCK OF S STREET NW,398232.19,138469.66,2,2G,3,306,Cluster 3,004801 2,004801,Precinct 21,38.9140905064,-77.0203836811,,2024/03/21 17:00:00+00,2024/03/21 17:12:00+00,618642749,
398185.289999999,138225.329999998,24421231,2024/04/05 20:41:51+00,EVENING,OTHERS,THEFT F/AUTO,1600 - 1699 BLOCK OF MARION STREET NW,398185.29,138225.33,2,2G,3,308,Cluster 7,004801 1,004801,Precinct 18,38.9118894038,-77.0209238144,,2024/03/24 01:00:00+00,2024/03/24 12:50:00+00,618642750,
